model,cpu_freq,inference_time,power
mobilenetv2.tflite,960000,86.9663,1941.284375499646 1971.9496984641505 1913.2725453924904 1963.7074172220605 2051.2234964199993 2218.8864031604126 1927.3499971555236 1955.73253232126 1861.4797364679605 1928.59977504041 2110.873131604895 1829.4811313126227 1871.4156749520885 2052.694316260893 2046.687297307459 1919.0218727522094 1898.869398533671 1886.3782001842765 1859.0263739872823 1959.5943261730774 1864.8770239349592 2028.4392462354365 1863.2403371232667 1924.9019516500857
mobilenetv2.tflite,1075200,81.3903,1953.8349553478545 2019.818471812341 1847.0185904931816 2023.3820917578653 1956.8485279254805 2123.5937996365665 1996.1427649078255 2132.9859789238617 2282.755351758349 1940.6752764855942 2032.3325964443927 2087.9647264161854 1909.584004920452 1926.8072906064024 2082.9395058512887 1973.7796377874092 1929.0166265682901 2017.427238817079 1992.3657408836145 2238.483673989868 1923.1045174324256 1967.4966285542075 1067.8348029972465
mobilenetv2.tflite,1209600,71.6982,2147.666843237244 2108.938009358653 2076.636761648223 2148.9290881509482 2076.18155629898 2103.443417452418 2079.810408394621 2016.459085402992 2087.2784417567877 2192.2181968119053 2082.0017457039285 2272.5139431897446 2022.001282119642 2060.4801162649496 2073.8532106657835 2128.6331030540277 2356.1106025155777 2225.703470171845 2170.320491512482 3399.6316337844014
mobilenetv2.tflite,1324800,66.542,2315.146820006855 2303.3325654970818 2191.3757305203712 2201.4590294564723 2215.8245665456193 2175.0565401598997 2264.21925471192 2179.9330322056703 2328.721470393195 2262.8496129573173 2321.5451260197015 2581.325659063825 2274.588464494071 2207.399110344549 2221.314295750693 2186.3789938865693 2244.725381954514 2260.3380099860974 1212.7766023287902
mobilenetv2.tflite,1440000,62.1489,2234.4152076853215 2193.732095880509 2684.621784116231 2305.0980415252707 2293.062237834025 2530.650241115214 2263.5156757492578 2362.0016481801986 2355.7085537720586 2344.6583491673973 2321.8519187145807 2797.0457857184 2372.207641972222 2296.9286858565915 3808.35382911994 4428.84832298374 2674.3139490798894
mobilenetv2.tflite,1555200,57.3798,2461.8354448350674 2463.785499237799 2525.992738375811 2440.3227865911795 2721.3529351727007 2510.3145546682335 2447.7113540865107 2446.3323218582786 2783.251451198528 2487.7039622447674 2488.5066047746996 3093.8271913811927 2544.749047763599 2456.000128047224 2441.292577096817 2480.234275672786 1513.305013713114
mobilenetv2.tflite,1670400,54.6585,2571.991672731182 2562.429483271867 2576.7619273884375 2595.569285836577 2581.583962387566 2580.44796216566 2579.812879874775 2725.1529822768684 2590.1163505318923 2619.015650189978 2539.436241978755 2565.25860977054 2632.6767747494614 2612.5016577511374 2739.554679698305
mobilenetv2.tflite,1766400,51.1203,2735.6579892326827 2726.0851991782733 2869.062989454718 2750.9893616483173 2767.827512613258 3105.2282660236688 2657.589273501627 2755.828757586758 3219.114973938027 2795.929762949209 2665.3777069035327 2767.6533685124705 2705.687391275029 2810.497948789611
mobilenetv2.tflite,1881600,47.9098,2912.7722346393252 3098.097189200827 2876.7513899464825 2922.82416681764 3101.1865230664857 2840.2564004058218 2906.906415343998 2916.042413556088 2832.9932873591874 2854.6388512044155 2836.410763805684 2919.572678230578 2926.457026311757 1219.8676532831519
mobilenetv2.tflite,1996800,44.2364,3413.8565944358015 3164.611528691735 3241.6341945156023 3230.833240109318 3807.809985459518 3116.7182172501853 3135.2602448182984 3223.4564743509072 3159.582156079905 3189.3758256794526 3170.6075152957037 3191.9163840374854 1247.4211276765627
mobilenetv2.tflite,2112000,41.947,3382.370963457666 3485.3224719767923 3450.274003606258 3463.8728200684477 3823.9789385115673 3544.3765359256945 3401.2987817782955 3375.2820891684573 3391.8870149554728 3512.6457409167783 3634.5377315777896 2656.6092622494925
mobilenetv2.tflite,2227200,40.3292,4314.565044629824 3803.306883010383 3697.5711574950083 3872.6079384968702 4138.8049654174 3777.124765070678 4082.3974945758064 3720.5178002318603 3802.2922228878974 3827.1913790070416 3749.989791699179 1192.7671158028209
mobilenetv2.tflite,2342400,38.0951,4097.390534180263 4127.507189747711 4100.715205905958 4197.964742104723 4172.487879781752 4142.115083287394 4167.191664887894 4207.206243958727 4881.614680319476 4157.232577650608 1506.3660895551354
mobilenetv2.tflite,2419200,37.9365,4326.371266804396 4378.980705981204 4374.580984997712 4454.067926190165 4725.109098797718 4491.379740810004 4605.220230857958 4358.054991901029 4385.129170870049 4358.110034755815 2404.3595003350256
nasnet.tflite,710400,1084.37,1570.6783084744025 1684.967945801481 1587.35094783854 1558.9804018028626 1650.3907143923202 1710.3065841829468 1543.162397636508 1572.5795938764663 1603.2145403455622 1564.4531132390123 1628.8111942469784 1579.49514076364 1668.6232406428994 1626.3465727416383 1635.2802745221131 1676.0146743869186 1551.3553479440204 1650.7584324335933 1757.4177717322007 1615.3468807317115 1593.70865050121 1626.837058547203 1590.0410853681171 1581.5435918089931 1649.5898823991572 1623.8898669446562 1578.4384618584281 1680.3823634483115 4210.606854173298 1705.0825945441936 1664.0886688482744 1609.746555644607 1906.3345499717423 1530.5265386675128 2098.3960193232233 1599.5544744986498 1654.6310168560356 1669.1941732812522 1615.444075131487 1631.5993267799445 1631.6146958722964 1615.025978930414 1587.3867659987209 1680.1659574003065 1711.10754760522 1703.662988767771 1666.799741060623 1620.6630768010118 1700.8256082688586 1725.1699009842605 1622.1728582729856 1574.9361703274296 1594.3327699128815 1484.6303547791188 1611.6340766232997 1796.2588680768442 1603.6033461808738 1614.0642231768425 1655.3991370469416 1699.2920453657046 1639.5378913431862 1732.7902053628843 1680.1873049980547 1675.9607663403312 1613.0654050272922 1667.491218054603 1816.4406363488592 1721.9901093270917 1670.0713144307178 1629.367004832055 1777.6588969650836 1646.4843809313843 1632.4928221421244 1715.7628328414335 1654.8388206470077 1724.5037987720639 1718.3617005456363 2789.9696581273815 1674.3829162406535 1539.4703020469635 1636.989481012973 1625.1031375744685 1501.6433122980623 1663.821504333642 1625.7990549359313 1658.838032428833 1617.7261479328474 1660.1012533872079 1963.0224998314218 1673.8314605499613 1614.057697221786 1752.5723810533561 1567.5046964762573 1721.192969374557 1702.5366391913228 1793.9129995257942 1472.4500548419617 1595.356185850066 1608.2827116574088 1798.5357984043499 1644.7344103396417 1489.0321921946156 1609.7655669645233 1694.5738293870852 1635.6731743855598 1656.0358865815158 1703.8055502856564 1676.186945875678 1674.905182573677 1632.8002278046008 1938.4219055155124 1621.1907842496437 1645.7071185194914 1559.255231330889 1663.9195791537063 1606.9865581698054 1533.6689324927752 1580.623366072759 3038.1015892926266 1695.0955215250399 1585.6001438529338 1979.9435497004577 1711.9076902999002 1607.6325667773447 1724.301021538667 1613.4854188140398 1596.256498357481 1713.4098719031783 1604.4973963788277 1573.4657656610425 1559.3387840613511 1578.2160023768556 1670.247400852955 1723.3333028589518 1681.6036368962243 1713.792471492142 1706.12406723056 1607.9639133619337 1596.9254013431298 1692.5545586535518 1685.7366404286527 1626.618390207079 1675.3664332827982 1621.9361929980496 1609.433764182234 1706.7461890597285 1629.4127585891858 1616.8167116205884 1676.4432807336684 1765.3801713007772 1617.2891508703926 1687.4952453956662 1602.2363172862545 1618.8431062718416 1660.5072670144473 1737.8979849620484 1596.60116151467 1686.368001361825 1699.1469389706742 2740.987324710512 1624.1302515707578 1604.691703114703 1648.7100391100253 1698.6915888861245 1636.624576854252 1581.3645243712458 1676.5354753095314 1608.7820131305425 1613.0990626767705 1791.5251733282994 1603.8083201589043 1589.0205380882799 1675.1726590432156 1639.6063435168128 1569.4463843026551 1688.2121695945516 1730.8871050318694 1622.70865034887 1673.7187770184942 1568.31610361252 1581.5356333456873 1610.2761497456308 1550.476155546669 1559.4857082943188 1609.512858685421 1532.1421003686387 1718.2105965774958 1627.157284422137 1597.0492532371422 1595.41500426937 1604.0286343744647 2444.174742845876 2024.4991401087455 1715.9647124281162 1528.1125506421035 2342.8728425942973 1729.9826089817675 1866.3334317139825 1580.3837176281052 1750.5758009841602 2205.1085565526505 1620.3688478405816 1557.9553118262736 1632.0421550599274 1617.311869660273 1541.3488482605744 1564.120888016415 1576.2687767775826 1868.4762834062092 1560.610376844181 1587.7166037246889 1605.7895817263181 1561.9499816620723 1583.7004848230342 1583.9766793413905 1475.2313657838508 1614.1512705867717 1547.981662125099 1486.7801641605256 1773.1931156652372 1518.5562104112173 1586.6374230441013 2071.1160386499487 1579.3599366483495 1569.0138868868237 1609.1863546367945 1553.7555875754088 1476.4282217312193 1552.0680264818823 1502.531947925992 1796.3534960226323 1460.1010110644866 1506.0021497139987 1644.3914113463322 1457.715628858924 1592.336088804925 1570.6190546488426 1556.2229377326466 1593.2776549397456 1522.28302831893 1501.618741529874 1944.0986803724727 1542.096918052826 1639.9793777522575 1609.7915083123255 1608.5268578244218 1607.4079333580235 1540.9268641265385 1544.5958685726152 1609.1173347207064 1474.2062938101801 1453.301967205735 1661.6102292958558 1512.0477735398097 1547.3638449257426 1482.7682805986872 1537.5319952325788 1551.8485771736134 1664.6640770424744 1619.5485843374631 1637.1296331498938 1599.8012575864007 1655.1733087390487 1542.7630547106185 1567.3835411128337 1594.418186528536 1492.9354716223618 1491.7417824034578 1617.0504754484793 1466.7895421504372 1539.3435996192384 1941.263692790889 1514.8623087155875 1537.766476779546 1570.7406275581866 1612.9153043905173 1673.2906067367248 1648.195523137767 1654.6037920046883 1617.9105758487096 1697.1802701539343 2729.166750107066 3213.0328910349313 3092.647905540941 1626.181542733745 1632.8549815318192 1646.6507185357418 1584.4104730633226 1588.3823598410252 1492.2751600607423 1818.7393478353129 1572.8777490851196 1593.202465448077 1610.5289817742864 1584.952515755065
nasnet.tflite,844800,930.376,1666.0570411304477 1646.4230973924016 2615.765781806967 1797.8332258390144 1662.3188523909478 1657.3617040761224 2004.8174856798767 1730.6597255547863 1659.1124411588264 1687.4123969002917 1646.3288609595381 1652.7712503634448 1761.8067869168763 1671.2030494957403 1836.148455231686 1673.30741233197 1730.6701204006854 1747.9068914235393 1666.9776509681133 1671.2579970172765 1607.478046250767 1671.1625518945377 1739.4785034014337 1669.945941858064 1694.1431342824371 1669.5054008111324 1662.2174969498476 1775.2770394514257 1681.40537437113 1557.2379651792826 1763.5306126754635 1607.98916966582 1682.612669107111 1978.413393865988 1662.6159712743195 1728.6432040610468 1651.3006890671006 1540.0510361262939 1554.2718663461815 1595.977991656029 1668.1040777400779 1755.9707348779682 1556.1731386424478 1546.6807716275016 1765.5221838364241 1773.8998077994527 1705.14178267584 1700.3499541471288 1645.307002199655 1658.9576807236256 1717.9775430347997 1695.8635770579538 1912.7846246718227 1706.8002483401099 1997.0340790078258 1762.57268020582 1666.0546775249747 1679.3424128295323 1667.607502157888 1713.5018135805565 1918.4119938720319 1679.495002866401 1656.0702609950333 1973.663333246877 1664.8609693010264 1673.5448982503935 1645.8128265803045 1679.8581098193686 1772.725604905796 1763.2047781149236 1680.761213618429 1807.331283533844 1910.9917503097597 1914.8641356491203 1934.883153091026 2587.481168078347 4111.080857989746 1684.8826303372032 1741.5369911783673 1728.3819302101072 1638.574716589474 1853.0203718439525 1769.9314037251015 1671.6513337072342 1652.7859573169899 1938.5364992997015 1676.0276614151571 1961.6424013388073 1693.1300289113528 1738.3759598669694 1717.6829998890175 1703.613843245588 1889.6422813001418 1684.476515099994 1674.4574638244012 2514.7941028994105 1990.6241704499796 1797.759988628773 1727.0240732304692 1648.8190960858346 1739.1257837113765 1644.8647329487387 1666.3346590941205 1666.436283758396 1674.9906222435538 1764.750621839829 1675.6447867601166 1785.6251749184676 1712.5157092154284 1665.445884400705 1753.476305009361 1700.6754992447516 1663.637453610624 1559.0617761549051 1710.993762676688 1700.065362773305 1665.5006536859094 1690.6950057010724 1958.7519470400787 1511.2508248474264 1565.5543433407697 1532.459347233022 1652.705500275515 1753.3731983430123 1674.1561427756637 1741.7206364569986 1606.699307539457 1632.117204565791 1771.7687893447298 1761.9233917230194 1669.469669468151 1877.1461119427222 1689.0669091444647 1781.6141208755657 1697.0630447072513 1661.3826619464783 2841.0057295215775 1642.1695052864861 1768.8929299899655 1697.921450907045 1696.5724010758856 1725.847815057537 1821.975309826044 1686.6055631473603 1700.4455539491978 1672.6510460485513 1707.12915610919 1702.4380846728386 1642.4575926070684 1635.1559023452949 1662.5910395738558 1598.4428616440484 1808.994727353335 1609.9143675441387 1663.38737312117 1620.0666027085454 1695.4137028934904 1644.6775321625082 1692.5514724611173 1749.466851390084 1654.0143791866008 1804.4092585284423 1692.0027071776985 1713.611681332348 1741.4188475464464 2085.374528432622 2047.8128895432674 1685.3422445823248 1660.976679044755 1854.6324914413258 1729.7685568184627 1736.6566023076402 1844.3384210599024 1782.4550594147097 1697.5674802039523 1984.8797467511424 1747.018227837493 2689.8973753707587 1724.3256727069743 1664.7884528116206 1689.217024904837 1774.940619431705 1789.7502257473157 1947.7869556425792 1700.1146273044974 1720.6835494047652 1748.2822361242086 1682.7903072736342 1761.5955007599139 1733.3511806755141 1666.118291851261 1656.2571371704566 1623.7994703136112 1681.6299103454705 2069.9430111908964 1650.0634371114697 1681.760988769616 1699.9535868750193 1705.7604660845013 1747.4965534772796 1672.5153176141102 1558.5999808284898 1678.4017396665147 1603.0966029126741 1617.351284818915 1818.7465194720264 1684.9794453209204 1860.4698366188177 1700.4866899704878 1654.7163569330357 1633.0053502849564 1697.7883820105324 1763.5245357891768 1664.7308891361436 1635.579249023732 1681.500547233105 1900.584387562459 1777.2345968979662 2123.1454844103146 1625.2394537174134 1666.6321862767961 1742.357950863075 1724.123863652726 1621.0926171073804 1674.0288327079493 1620.7350381892445 1700.0922757306994 2001.0430845432168 1715.300534113125 1680.5779460676074 1687.2461031782827 1693.080222777664 1719.829905635344 1676.856302297146 1721.1945011135144 1753.7492940971954 1919.0092857830377 1654.7817097500513 2591.066351840532 2139.680966803806 2272.445132820783 1752.5045192146233 1682.0646006078712 1608.5067735898297 1673.5656628264262 1977.1347553865571 1709.4317512115917 1644.4117603717348 1677.9330482497874 1687.2342450783967 1885.7252652511308 1705.8435722742424 1662.6439865731015
nasnet.tflite,960000,773.384,1862.9646296332626 1857.9739944523326 2281.8793483933305 1809.3932415593797 1909.5729528034892 1826.2174334816386 1872.525532532883 1823.413635662206 1870.626717101847 1879.7478097948585 1813.8648573815601 1826.0656054554956 1876.833774686274 2094.7034342523325 1860.4967751825825 1872.0307954700654 1762.3583853416894 2521.8530762399546 1849.1223120507514 1940.649034388195 1759.2207841617667 1984.6701245662125 1669.9831270589723 1838.007080447907 2098.334640984924 1857.133335099945 1687.3160452545856 2355.1663044989987 2210.7739680557124 1934.6474246795347 1938.3040514412476 2200.441692710913 1874.411233269091 2025.6916805803512 1805.0083998414614 1995.1190187407876 1865.7589219548458 1964.1624300900776 1787.0915613030961 1959.9369288842129 1776.1062802025876 2041.7560101214785 1807.0325637982285 2007.544703734324 2276.373179272012 2582.5738445652178 1961.5120495346334 1946.2244628080523 1768.7749576918386 1889.1723614353202 1888.8315723276123 1992.7977513514502 1862.535522961025 1870.4213834901357 1579.4154724790858 1852.2747895845 1830.2256547352806 1816.9356321421888 1822.9511412804327 1854.8407389850174 1822.2425098672957 1864.1522855228159 1861.990134774703 1773.0725387237458 1940.7738358846225 1741.7257248831522 1886.2213412050705 1839.5896837424855 1925.5783813631297 1860.3616584105873 1795.7659874679498 1814.2309167770752 1810.1061215868394 1908.3499798334885 1806.9946257755555 1840.798064321424 2584.0254476749833 1874.5044669302372 2018.0381824386013 1916.807020810729 1793.8649816560724 1742.0785561443506 2314.509341781082 1789.8579259563744 1796.4310978186027 1854.128953820914 1788.391618421911 1970.6752005731255 1702.8347474808106 1811.5160731702467 1855.986653394762 1862.4124210478167 1846.3846986130343 1926.091061542204 1816.8250200208902 1772.93581745986 1831.8225539107445 1800.0247286579036 1878.550418531065 1834.179320953899 2150.839721914861 1768.6900597879844 1907.4578445009868 1807.5603111225992 1934.653310184289 1774.8946215190165 1969.8976618001395 1865.9142771733286 1971.6994389466056 1871.8372078681361 1812.2817079756503 2144.49281795264 1766.660017074735 1802.1582363583364 1773.8892618603484 1811.9050161669707 1797.692347567162 1757.0601209001472 1852.3800894867045 1901.7895303114963 1837.577120660735 1914.6613002653808 2174.888672753914 2626.071433135251 1708.1751596629817 1957.418761371215 1810.4652121140066 1827.2460130590189 1776.2984901586935 1771.9462287384902 1792.812342727271 1829.2806575594986 1844.3141768835053 2096.8257926446145 1932.1889710664166 1792.117763492234 1934.7918732747712 2010.7780697832345 1914.5716881117858 1794.3592718643172 1975.7137925636507 1766.1589987275436 1892.4968832855127 1806.702805458782 2212.588996003708 1821.953444882182 1803.1038669117897 1934.2104781989308 1803.3853602839135 1856.1894030276112 1776.924468189402 1827.8568550683237 1774.0716787308986 1811.9922512443616 1882.5964934821698 2156.976054275895 1738.2279834064323 2014.995363316698 1839.2332186912167 1913.586922314707 1791.538455297899 1889.2250267147472 1843.709551633793 1778.38206066291 2757.643757546405 1789.7906227229125 1898.3619877644146 1719.9775111318136 1702.7426026118521 1828.5182867574993 1861.5165703073048 1804.0291319167486 1918.8756671801648 1573.221444458407 1932.2325470556018 1927.835647344726 1933.3341191643963 1788.7982835263272 2072.136085041858 1808.6337186157793 1729.9804171414478 1837.2961863953885 1745.5708931836332 1770.5554255576635 1773.656847085526 1654.4930743197078 1607.3349421629775 2028.6672676044245 1750.3529112702975 2014.701446510779 2521.6595574667394 2066.099614478579 1763.5020288955336 1830.243198462113 1775.8420768229407 1872.6085942138122 1661.754200636725 1887.7531778312168 1967.4923191739092 1680.5983361399158 1758.0594499304618 1674.9610528964065 1711.8448283333869 1913.9620942744061 1792.6079285305432 2725.625507562806 1866.574948517323 1720.5694165222583 1914.8502612540826 1934.0121496438371 1277.3212972000028
nasnet.tflite,1075200,738.178,1976.1065003626636 1910.2542650431635 1833.635472534596 1811.4009792517966 2011.6136668294778 1846.6790597730314 1914.5554290021169 1893.6371612155833 1829.3995289824647 1856.6206633651539 1984.3465119302584 1804.5314353118233 1913.527876890004 1842.578262244935 1948.9489333741926 1813.3002234842365 1925.6355273757238 1916.7733317161249 2170.7683463438807 1837.321971706947 1868.4589752768636 1904.1743646984264 1899.0790893517237 1851.0961569438784 2178.247838457585 1872.9084336449193 1892.8290654076588 1787.4412843248044 2050.881878101721 1898.0547666188647 2871.20940049333 1978.1058674093265 1844.8365686804013 1841.4194560598485 1914.864511094527 1788.9393651866308 1897.78503696743 1828.7383904845933 1847.8886185281838 2168.138082277342 1866.4380875886889 1809.6416464809993 2623.933914995222 2357.6322237606423 2127.9284035808746 2335.718904763815 1843.1163522463319 1898.9886278093663 2350.0997677492433 1899.6820396241496 2151.3818926717363 1928.51264415064 1813.607076941004 2060.062300706966 1817.6374611739973 1897.5662829814005 1835.4390830655718 1988.8122989595486 1934.3234558601005 1965.9419212964635 1878.189772945724 2288.630320537226 1831.6576835061853 1909.3564472158562 1867.4707860656324 1800.3306436816752 1788.050921438577 1849.8632707851943 1815.44617412424 1822.259083644242 1779.0818496258632 2813.113362583491 2235.9292415450805 1833.6992251519835 1714.9415277238973 1786.6155287501385 1753.5310639831687 1704.6719649444117 1829.38745864165 1795.491552617104 1732.5311252725905 1717.5307734795365 1772.49077928179 1847.281600198422 1925.197056448489 1707.1982879952734 1862.4427269186945 1821.3161180540335 1828.790960769082 1788.8614031586958 1690.6657891353523 1816.9959066361798 1874.4849170674 1794.1030493367136 1868.0969641419786 1853.62312272651 2103.2372501185446 1880.716710563545 2127.852577519298 1995.8712815089348 1833.0876099904408 1911.3739563789534 1879.6135574095235 1816.2482900686648 1920.9762815031486 1903.0124009097544 1909.9148707622885 2352.638486967151 1794.4283679606265 1812.0662183854117 1672.7610443160972 1802.73745469614 2383.4028180247865 1962.9228669736256 1780.388929489593 1926.6752070632256 1893.9923498623377 1954.5892358179335 1806.1949747875196 1825.5934979800336 1770.7129649791614 1845.9336224215574 1775.003419858607 1785.437053249873 1810.1664254409352 1826.3795805756833 1817.172351297081 1854.741149066162 1826.96894726335 1841.7368606916507 1830.9830716987697 1857.226295042746 1897.8486932437556 1755.9610089222874 1832.9478935970733 1942.7373921886624 1944.49028154105 1961.671651960807 1992.9189220091137 1855.0677410061362 1907.8024998594396 1808.0853533401207 2040.549293409661 1798.9888827197706 1906.2548954765857 1824.6261552795543 2035.5964688717013 1776.2416947976928 2045.6403482110143 1691.0483766668638 1934.622485915446 1834.3849168832978 1895.7207819573646 1768.6810103444946 2003.1687417846385 1795.8228038859681 1977.8080292971472 1780.909377684174 1923.3685628684086 2049.8999136710904 1957.0437128282588 1866.804781675124 1919.8295475903014 1806.3857661998375 1991.007213711883 2271.158038451864 1923.2842139219708 1874.7285521402641 2016.3269950599617 1872.6463499498268 2251.4487963312067 1862.904526633793 1925.151118027327 1840.1102276648742 1781.4017889895551 1901.7433891743513 1933.341955862798 1882.9114690496713 1849.1629014349362 1825.3536552293058 1796.0849456850704 2209.8920566923 1946.3842239625164 1891.4211895200444 1846.4878878584398 1857.068223336623 1776.1379848316546 1874.8255699421688 1842.7353946502908 1781.982589839947 1698.94362811777 1941.2276751728457 2130.9726909802357 1878.3437292102958 1827.3268628592216 2308.305281198997 2067.713229238467 1845.7009625009464 1832.3902060497146 1951.7520358249342 1856.3574089941792
nasnet.tflite,1209600,658.488,1832.7482045018821 1905.2700228413178 2185.2389006644926 2252.3648110559707 1878.5580060947427 2021.6991447870682 1917.3465186942526 1898.9306263653173 1795.2880710618244 1851.6863399107383 1964.9416731563047 1911.8150316865301 2025.8056710507617 2223.953159810023 2271.345644595545 1889.5905971916304 1995.3821496368307 2211.3098979143997 3024.890440553664 2045.1439589583235 1832.469067732146 1927.595668354019 1910.4734224105582 1858.2724778454026 2104.7358079332603 1865.3817219977077 2089.525276906057 1929.7796166767944 1942.4813708167887 1791.8952819433296 1963.480044083823 1880.0769912623862 1912.0605729159693 2245.808352222532 1874.9970597440363 2534.678269623995 1891.6608264941817 2060.8270283033808 1757.2925601453244 1920.3526945627086 2008.0380994099357 1977.4849679860456 2024.7437625122063 1895.6151009416003 2044.612241584838 2063.272505417533 2125.572556885405 1948.3355763120906 1725.0501899852072 1920.617529536051 1864.6857601732645 1990.951876341336 1975.5103289584547 2049.90888676294 2307.905077135026 1891.8966799850434 2084.030120973526 1928.3918591914917 2035.185456528045 1897.1797990842183 2007.9143043532313 1873.3421765302662 2018.6042500640706 2045.9063136299433 1918.6609928291684 1994.6718690139876 1905.3211484183114 2075.4746157134855 1915.7997522389753 2148.7056248461695 1966.4815006194858 1913.4588891612168 1910.1868921172018 1983.6183382357815 2865.6022343765294 1879.4329237947793 1971.071031042114 1923.6254163163476 2006.8282436591162 1865.8173332756858 1928.9456646678505 1958.4231055281846 1943.751064078273 2025.1014814373525 1924.6533884835105 1946.301252840352 1917.7421869630182 2008.5832515826987 1885.7942334697616 2053.835637130413 1867.3183442704874 1974.3041926105245 2016.401792381864 1912.811651576783 2012.0360931404432 1985.9850749123011 2033.0866899193052 1889.121767316574 2019.004832934583 1909.0563749093856 2587.7790867259405 1899.7821931423869 2030.3708376286902 2019.9502667728286 2048.946849791704 3803.05613620301 2164.28003194013 2049.5476949213794 1985.500471677165 1965.7247937179457 2313.8476965031814 2348.6881192852165 2073.6574255701116 2178.99066159985 1889.4067839723075 2893.3306736760096 1940.6739373170305 1936.7990651446496 1863.5211959742905 2049.187574086379 1778.1453174371097 2128.419304113076 2174.5551173356216 1918.9554712064498 1930.1546740761928 1940.5063065062943 2234.9496067926775 2054.705327742732 2001.5804205975091 1962.499531291317 1911.0666578469165 1884.9722292481745 1931.3328281672013 2310.058769295702 1951.0482827619417 1946.9758300876028 1889.7147085321765 2061.3214724559275 1908.099984967358 2011.5711370788263 1888.7371754581654 1982.5602463136047 1859.6604604656627 1927.3365938600618 1851.4529278134519 1851.934797964157 1873.144904566676 1849.7271024151055 1916.7942182820684 2117.8362419391156 2107.5070033234088 1898.5899411532507 1926.836233697187 1867.845245154757 2247.657724349363 2138.2644899801226 2591.1336160582437 1934.674550950766 1831.4543669145728 1851.8637767749515 1772.230471687274 1792.3353548316193 1820.267028692369 1835.2431182088435 1853.6827950697423 2006.7439463715818 2059.5734036398035 1913.0917331380579 1908.5896941946821 1891.4643065201776 1891.7267530269846 1800.1244126700471 1933.12467662676 2009.8885655450006 1919.5253636051614 2115.1649529709266 1955.9514866414036 2208.532416000988 1958.2305365034192
nasnet.tflite,1324800,600.815,2011.7203867187231 2017.5988154175861 1844.8365951755948 2060.2558109288307 1923.9080486386804 1979.745012248887 2068.1922504016416 1822.6748633206118 2115.686939597652 1856.6833676602132 1923.621815391125 2087.029121393288 1806.3829280148339 2059.5533462852436 1909.6102524951482 1903.0119071670554 1923.9845518331024 2046.7219246651969 1799.2653685028233 1853.1387261311202 1888.9864619033206 2889.0978509484394 1878.9000808944945 1920.8648601619589 2023.5516722357895 1925.9320714655398 2021.2989316036603 2025.858519104656 1926.612532632468 1933.4893961330451 1886.601838616852 1945.326238928128 2018.808525061473 2554.7588930266056 2361.7706729011284 2598.075902979335 2110.385947988584 2364.819342531845 1958.40385773516 2022.9708959281593 1926.6275427653457 2115.9090388288696 1911.2419896511374 1825.828657363591 2131.04395352516 2010.7671862987706 2361.2402564440795 2037.6171167852976 1889.9120002497473 2158.152641681139 2081.814899406708 1974.492362939718 1924.6810770713391 1933.346091746893 2100.9611877573034 1898.15344234923 1733.8828266544247 2208.397757503147 2046.2938059376027 2069.460786117104 1718.1495490855064 2105.6830743348273 2668.137648214086 1893.658824007294 2167.2251997246103 1847.4286308007024 2103.070421090129 2003.9254922368243 2366.455623496945 2023.026147459605 1839.71414637459 1924.5213645624192 2334.1049253724677 1863.3332901167967 1992.1197116469816 2030.4532844487348 1853.846250820063 1929.9782541479624 1936.6041944765288 2172.594273109755 1970.0015611548783 1929.390951012343 2147.9435823398862 2052.7105313880775 2101.398818190756 2023.1411163624718 1998.3333920644395 2023.5696912288447 1876.8643878898945 1951.0561723801948 2201.6696843800596 1958.4226652114123 2053.698671396271 1919.0009982472236 2493.5870930959304 2044.8417078718642 1891.054449064324 1957.0008126674911 1871.3291573750305 1783.9202246775033 2082.1945485741066 1977.7159284600928 1995.3817378617491 2359.9043514455316 1983.9331609352143 2162.0452547097643 1808.3389116469555 1983.0859306230795 2108.571963603612 1995.0798416873206 1996.4401868404852 2057.1540215337222 2271.2128850851186 3187.807275475464 1898.229742286356 1884.5044407951123 2011.8225515575884 1983.3181318432396 2033.3083962774422 2010.205218566377 1931.821300287854 2172.123160218194 2123.8124223320583 2711.413377956813 2067.961707916806 2142.2358202187165 2262.1064903367414 2235.7169047420934 1995.6269009543366 2188.556422973795 2001.84819563332 1983.4243910151151 2132.2594558435603 1911.6039999109605 2075.108739833346 1954.921735396402 1941.5689624470774 2008.548309398702 1895.2447677855205 2003.2469089863873 2137.794775163759 2075.0590459563423 1986.8621316542399 2020.5833716131876 2486.50413332223 2367.188779098881 1932.703112719065 2123.4777670054264 1943.8348619018843 1905.3865890871325 2102.299521686563 1872.5654279762232 2052.989681931827 1955.990900857443 2493.8503060579133 2712.515107468963 1983.0655303880174 3379.191211150823 2817.712735892863 1982.0854998569437 2056.335231602623 2100.7375211240883 2034.7448587290503 1582.4471375257808
