model,cpu_freq,inference_time,power
inception_v2.tflite,844800,143.27,1790.350788969885 1948.1777802904262 1780.0031092394875 1829.5628581695848 2162.608414660931 1821.4949053046425 1815.231132281795 1776.8942677617997 2003.1125268113103 1844.4503754211157 1759.1372766965342 1784.365755443853 1775.920347571913 1898.369061842398 1816.4842745078379 2006.9746100871491 1805.0914537513097 1742.8343248659644 1842.1554489754874 2034.3266471376276 1793.8562630252115 1772.3902888970604 1793.7006768252147 1819.8412089303479 1790.0783515293676 1894.047671886063 2041.4597128900334 1803.9316594603322 1804.3642249242973 1703.291759473182 1723.3484034142273 1727.5535402670348 1814.8218092389388 1810.093153843009 1767.742888685204 1751.2467897351526 1764.3438123646213 2066.4029272287344 1826.8575855837416
inception_v2.tflite,960000,126.908,1904.5409331762644 1946.328363095691 1997.352825107364 1996.6203235514251 1870.536929737586 1948.926885768236 1959.5309562731893 1945.214044973943 1899.5722560138256 1876.1026169058302 1926.019728806815 1772.3005276959002 1916.3277121564986 1867.7301675016765 1938.5800902477872 1923.9614046287074 1910.3966608457404 1851.1664786915774 1919.704702562145 2020.963690761098 2033.3659204780033 1920.9623790631579 2333.770897284552 1864.5165987632556 1961.3063471861924 1958.798407775466 1904.657281723352 1866.1461350809407 1909.6019433152744 1878.4860064333836 1915.010329346081 1908.9982059359995 1864.0062306901175 1906.6848179041697 2092.8295116991435
inception_v2.tflite,1075200,114.291,2024.7081218054852 2003.5190016407037 1938.0377341153044 1986.9681121513306 2032.0737389545454 1991.6307391009539 1948.6646819476275 1860.4001561035939 1934.4391258030985 1898.0137383561992 1907.3135400373033 1988.8669408508524 1995.4093619486725 2027.5112001374528 2043.2324948964238 1866.4121551548176 1908.9255780806225 2002.4685158469454 2044.1932605473776 1880.4214661631133 1953.3004551997699 2030.7191891199209 1917.780740020561 2003.1729025892243 2020.077430727937 1995.8733746029375 1951.5583596679019 2748.355186266132 2038.5840595343022 2599.280745179363 2608.9359066184015 1433.3627633455608
inception_v2.tflite,1209600,100.404,2112.7531020519928 3677.1733733205187 2327.6210156315115 2127.4535895925133 2135.999144422582 2182.6528248263057 1970.065389425056 2067.079849776782 2359.8462856837323 2046.535809814926 2222.7360297130963 2084.9198238187787 2078.350155106674 2152.3912342239073 2055.2179596201527 1924.3746290519193 1867.7680752807546 2014.3146419828756 2112.2958971967005 2125.0818751947727 2293.029417826431 4157.114981239801 2207.5851872131734 2131.3520721959194 2243.2838849738055 2738.894318221417 2108.656391950975 1436.107603989259
inception_v2.tflite,1324800,94.7269,2231.757178947168 2219.4395678738542 2159.570914772878 2104.8076036648445 2141.1348446487514 2105.590001888739 2047.7824228393374 2451.3588880055127 2240.887233862456 2084.4747605391376 2200.8523528813166 2181.6118367640515 2453.6846261282217 2222.8095490020437 2209.116527174383 2248.227125500733 2283.724108397283 2129.298756848432 2436.7661317414945 2132.2281246769517 2138.717668864787 2243.5409707922668 2415.0990111054057 2221.1255170326413 2104.0279577778047 2141.132065480113
inception_v2.tflite,1440000,87.2515,2315.648130575366 2293.204738933504 2520.6113629436145 2162.4283297477878 2245.320313491613 2167.984764270417 2256.7654292429147 2181.094376863096 2361.153239676441 2364.9297798172092 2237.364627177509 2350.461387275277 2280.1800691176404 2468.350166093088 2240.05915113683 2297.015841488711 2234.6838779325485 2647.9807225604272 2204.8453055261175 2273.4842909395693 2264.260978138392 2234.2526025424863 2295.6765781455724 2256.5522717237423
inception_v2.tflite,1555200,81.3391,2398.55840488543 2332.5197626280883 2322.0736669185585 2344.7640436185634 2278.2761489713407 2348.633842494403 2493.861670653618 2437.0039064016864 2366.9404606468675 2615.6070209821332 2369.1837737182063 2359.092777218718 2379.2767185181074 2616.246767066529 2384.3189912047155 2371.456993940161 2428.7103012434236 2371.579353600964 2392.787826506164 2467.9020170219596 2405.989462633522 2454.9824893601426 1268.0160800135059
inception_v2.tflite,1670400,73.6131,2514.9287785685306 2587.5544456167086 2654.990476146245 3581.8628638362597 3254.9488375428737 2934.0227249590725 2652.059146728323 2534.4527413750343 2644.779507910984 2496.4605298075144 2824.0702684132807 2569.265973372294 2500.26947786183 2721.772649067956 2550.8557129072806 2890.6062190976895 2530.1366903504745 2530.057317900806 2535.640260605662 2486.3759015621595 1145.898441604228
inception_v2.tflite,1766400,71.8253,2853.16668368052 3032.1232056140934 2634.3280212432 2645.9603640534515 2668.2642987510517 2677.69818669194 2637.562185396845 2626.057465795675 2664.7916379331577 2696.6552720485643 2724.3111204918814 2607.031464626093 2951.8395335563137 2636.5441013482523 2766.832908282163 2685.7227573356695 2597.8288729643505 2548.895076323011 2688.697872252168 2496.826847104146
inception_v2.tflite,1881600,67.1988,2739.96190215423 2840.4745100435366 2972.9628731967746 2792.7232634509455 3072.512759903776 2796.5531521135426 2805.862066430846 2898.321360381234 3011.2948837633985 2544.2451588538784 2688.6899918574295 2869.8249028071036 3786.1603388198023 3132.269125838845 3060.217028873134 3139.707693744632 2818.074610906639 2892.637902411452 1768.9651076760092
inception_v2.tflite,1996800,59.5702,4752.545529832532 3556.7085518162694 3195.9262353160852 3076.676398352645 3169.654685592706 3285.663636398997 3075.867817619512 3112.69016616003 3265.6400696934093 3266.317128274818 3152.200323986458 3143.995442937723 3299.4680008998325 3151.1889493944295 3259.560179587344 3204.7844468864528 1893.5731977147402
inception_v2.tflite,2112000,56.2899,3579.719170374148 3509.913135298123 3411.7607485079084 3497.5233303578298 3596.6049499984397 3527.2702095623895 3460.2900798600563 3489.927616408438 3450.098398574301 3476.853005175797 3443.281706802644 3504.714224348463 4279.323672636255 3490.3751778865153 3466.740486097637 2298.0056747005106
inception_v2.tflite,2227200,53.5432,3715.807846730735 3884.66129594565 3745.8149982538416 3871.034808397215 3842.192802240554 3752.4400396587266 3830.317787642399 4034.835256299014 3765.9793098466507 3908.273727089659 3799.9409228730133 3846.8264859121523 3712.915144341577 3900.344860718542 3521.9269221487098
inception_v2.tflite,2342400,51.0347,4135.342041267482 4229.029104692128 4043.981082877814 4829.756867705791 4757.289595079925 4371.881229753263 4258.753143764141 4338.969967376506 4226.256941243945 4180.898845773808 4640.0444410990995 4258.930704150583 4342.136916375882 4251.701835336788
inception_v2.tflite,2419200,48.4367,4338.872523060885 4265.334799235975 4421.733102409351 4556.776592782407 4383.550740368146 4406.857475874518 4361.693800714558 4428.002262605355 4301.912849410451 4673.909438128332 4468.050606150559 4331.363001612524 4467.056374936246 1280.5604855725778
inception_v3.tflite,710400,647.602,1802.4674258769348 1742.1597097700183 1929.2592727604488 1614.1656202446911 1526.3961639691267 1802.2471004910096 1483.8130904627078 1738.718614809375 1585.7374301827106 1723.0918663153243 1586.782732597896 1498.1380409481333 1667.1183004486463 2155.5516389784216 1851.7815913022805 1712.0239997383412 1747.2792916610235 1608.9684562734212 1711.2831652803513 1780.6864342323179 1724.4509548163949 1766.5428121901803 1569.4430734804698 1518.4338790343363 1932.7385217197061 1767.0734813339886 1895.039403051799 1531.6040072682313 1793.755684443922 1558.05511733792 1691.3181747040944 1776.9288342298573 1568.1285060149967 1725.8773025600553 1605.2944795444778 2165.9595797789893 1578.5988605773518 1711.1614282583432 1550.0753001700384 1619.4811799591218 1991.089896871 1929.8179521770257 1760.320826640556 1520.8066632959985 1779.3005124752838 1573.4346505461956 2071.818160858279 1611.9669895790114 1541.329345220059 1935.3872955591178 1674.8322055000656 1822.5064358754796 1557.4858099659136 1763.4152381317847 1559.4793257854215 1613.1235950454632 1909.0671159892036 1647.0389918775786 1837.4958483801552 2148.738718577995 1595.3178323474624 1789.5431281937208 1520.8723584363722 1761.549634570491 1509.5109423374972 1723.1413246821166 1561.1475971472703 1621.171416994378 2440.357456415616 1552.6670132390145 1981.6141322655412 1599.7281896519746 1803.3553665239233 1516.6520804462566 1708.048495100769 1560.869883377741 1694.3093912375712 1737.0022719647638 1535.650249077849 1816.4645618829372 1523.5820547743342 1935.9123841834962 1580.7809040027873 1646.8272884383168 1568.0599590007128 1633.6903170666365 1647.3833400066478 1508.7417447104622 1939.745212282487 1501.0106947368208 1801.3532370179985 1866.3151605181738 1538.2714191298141 1635.7327741013198 1590.082721968722 1886.8658220843456 1657.9179362015507 1805.4249993417402 1587.961462059065 1845.3933290278771 3049.927339527553 1489.7790622238895 1806.9650573074048 1529.1174977775477 1755.682166317547 1581.8735507477218 1685.2736857167727 1704.7000433228736 1621.0705931318216 1860.7110854601278 1587.416174823182 2042.610252983138 1602.6002930608834 1691.0707342942003 1605.9277656661611 1581.8309982348158 1792.625739309743 1498.0886502722278 1815.463547819402 1514.4849742614965 1661.0216545675034 1580.4013774565303 2027.2037929561186 1781.7715040810272 1487.000818088204 1789.9600378136936 1479.9870763033468 1766.6681355046069 1514.5079199158743 1614.5553160686732 1561.059000868844 1661.6238103383685 1673.8131303098378 1997.1423034986735 1772.5920064207107 1946.5580174730696 2649.228766757322 1855.6021192988856 1745.4769032322258 1729.0355832897512 1530.7084704352085 3401.3090028257297 1649.298516866972 1525.3898080369809 2141.230776962535 2511.3704246788116 1599.0850251350844 1612.6611528920291 2035.0668002322384 1830.2589461890598 1503.2909191822455 1760.0271157379034 1764.2472066457963 1681.7811481868848 1734.5071266039813 1942.1532317869132 1706.9532936368137 1509.4533698149587 1838.4679945975693 1473.2411595193596 1773.820402399705 1515.5004476326815 1710.784778413531 1663.864996093215 2071.671163099587 1763.2665542295929 1761.2830333797688 1790.244375785881 1599.7950787666177 1702.5179196268964 1558.9959398869958 1687.8549937337732 1719.5481983498755 1482.3137975456282 1769.7119113384322 1507.400377363199 1265.8385062843668
inception_v3.tflite,844800,555.173,1846.7552535685672 2053.492310254034 1636.6076241449657 1865.7236044355234 1823.6121909528022 1660.6110241232604 2245.809602261689 1875.9475677765506 2150.586118537737 2206.054051553948 2061.1788432945964 1656.3510476783044 1729.3556975827162 1871.4256493543023 1715.2676490786523 1661.223500403123 1895.5137724081585 1698.3667116353695 1893.3257693462283 2245.358054929889 1649.1237186644335 1838.596397215363 2084.1224165526482 1654.9591954572513 1823.1682136967042 1880.1719680223732 1707.037982726 1879.8039626079815 1805.0849447899998 1623.1621866137855 2257.3617213964776 1766.5676022888856 1641.3270928885852 1883.7854635857152 1852.914358493593 1617.8739242910437 1891.8533151170732 1673.7350359406012 1647.238901578505 1932.5197927891109 1777.5958619692672 2062.077064060783 1906.749006787063 1634.2889961227947 1862.378354024319 1867.6164037000078 1648.0743887196008 1878.8095926070812 1816.1114153970407 1649.7114573532003 1845.455188793742 1737.662703687224 1995.5360779334235 2366.2368995662273 2057.843451874792 1637.1533541255164 1837.5749322684344 1867.2666769031478 1869.943978769388 1915.3116589141082 1741.3785821031581 1845.5442539771104 1868.711267663201 2294.0154044299866 1768.2014659743897 1952.3878695645105 1858.285705439553 1832.1112637201995 1954.2293503535657 1676.0325842011384 1748.2598655915613 1936.8411982457785 1660.6116542680454 1737.8474860273275 2186.654109717901 1669.8585515688733 1680.1318879602477 1846.7321292243848 1623.312787926484 1753.4086585651808 1835.0184192311274 1661.0218182455508 1919.2458602571746 1902.5358958714987 1694.7177154413544 1933.0430954259816 3397.524611131252 2334.8018492140936 1943.10210569682 2368.444239076319 1759.063754882434 1818.857727772746 1967.5509002167166 1670.6330952133096 3133.381052142956 2042.9860158670913 1886.0879883809534 1633.0274463203984 2176.2394905791366 1954.2334043509788 1882.0910881685631 1984.868768575832 1678.512087704 1893.049932785165 1991.0122084721045 1724.3541583826727 1659.7282178542882 1972.669665707575 1716.5241295920582 1665.7674518612844 2217.0639583370394 1669.1301766903316 1830.7663383457382 1946.1231824842387 1834.745015152153 2563.153569410544 1968.3884795613817 1674.5081885869959 1797.335414725523 2048.849016366435 1676.1462582478068 1725.860242243389 1956.4771680522451 1641.7091097055304 1874.7999298048824 1921.9735442124463 1677.4138216720557 2348.6004947881615 2030.1930942798037 1788.5279007087274 1694.5024042521757 1905.7764014127672 1647.2260845609926 1751.5463403973624 1837.4505306706508 3013.5189814331907 1733.125809733026 1960.2870177850111 1803.1283177667272 1948.6648437566478 1927.8183397909565 1797.801298693083 1717.5865106366098 1890.2900954794288 1646.9813015796287 1681.3498746139946 1892.5721865872467 1763.6822053393287 1709.2614137159733 1923.7066019432423 2075.868680768197
inception_v3.tflite,960000,423.652,2157.3248778716857 2418.803996566509 2250.5945089386346 2513.4627609815816 2354.7908079195804 2190.879541653527 1915.684801738566 2095.6607573035185 2266.1586602600487 2217.0284304474258 2464.36935935765 2347.812436527526 2245.8381666373334 1950.7921215985912 2340.37673370195 2345.7198911258924 2266.760893327423 2297.2330877896734 2416.645931905607 1977.5683293948275 2248.5354247614964 2177.25193040707 2280.0576849242607 2446.4003676933316 2172.7965914852 2093.6548226004716 2102.4634804885 2163.6624351373216 2503.251117596595 2480.5503349015785 2343.2989399310195 2539.3252967449093 1993.2381579156515 2350.595828221333 2456.2361397583527 2202.616407921267 3566.871763377824 2225.351761918792 2538.965711883581 2367.833794412136 2656.172760964352 2483.980927169638 1990.9477612506496 2049.159767307954 2318.0752094168797 2772.1079855032804 2480.294288126985 2335.1630630170607 2382.2031071082083 2218.7564070577628 1967.0468680760055 2253.00788291597 2230.9063032126683 2022.0068068070823 2439.3992117305643 2407.534393086878 2625.905875899496 2022.8317962098129 2292.406280822056 1934.1437079744135 2265.5357185618223 2303.796698847732 2289.608725434087 2024.625980429204 2008.832689835477 2349.906598979012 2239.9592369249635 2766.2670739690657 3001.8063165315357 3250.438919233773 2543.6911567455813 2640.614057638344 2295.9343346316073 2370.8069520189974 2004.9465557070994 2680.746069115776 2233.174230582314 3531.643300627179 2532.687408420553 2238.949591516338 2280.7045586510653 2308.3882315707797 1958.9151616236743 2095.7926250834057 2287.3432105239012 2348.625922994115 2458.713396095714 2453.054951947013 1984.0862880792056 2066.7707940375235 2269.2961882187765 2262.218868099079 2346.0370419263945 2402.7516433830974 2324.033641373231 2077.5110329387508 2510.2019095188907 2223.853644104532 2400.144890304035 2425.6143598098806 2439.936230796752 2392.3489955571254 2447.985947951827 1989.5424722838209 2223.679007829075 2310.609867932335 2299.8525114961917 2237.7703412821347 2261.6473761450793 2411.458332864337 2345.3235881131086 2371.2883274801693 1902.6439983221128 2129.4253218095932 2192.60642243448 1380.3525625984105
inception_v3.tflite,1075200,386.349,2507.476813153443 2499.0783672647517 2518.4981956874635 2540.405493511347 2492.5477798419465 2599.555491835487 2506.0550798858735 3326.8626116398236 2364.926513992787 2632.570454259584 2277.0549830668597 2831.06691022396 2481.031461979471 2563.5259993521067 2326.8516044920116 2269.1799392748803 2873.446203892141 2272.658523220369 2581.93404932819 2114.3840033535093 2341.2267223010267 2193.9596528180623 2803.1426406449445 2526.3200809684627 2726.8671631210345 2696.3083585098507 2513.4848995353864 2452.549232357651 2296.4379307059166 2332.167599649524 2434.563192391169 2156.6053961436633 2264.514809471997 2981.072533316502 2624.4590467572807 2309.4211002924817 2374.905712164697 2347.404099084441 2449.7306362438935 2246.053539601852 2418.2980502426653 2625.487469726454 2442.3623107313915 2281.909772160556 2913.2332203097276 2197.958060751096 2024.2513545679863 3133.707505212546 2459.6910642636535 2394.0952843450345 2329.298502903294 2459.7572495584154 2494.340531191289 2247.814980011109 2310.2962213811184 2441.686965447598 2249.1368173539354 2560.253384727498 2325.873966727328 2169.1487706146027 2471.621736618397 2653.9190900494914 2501.250856368855 2693.7721551399063 2490.871537598104 2477.888457369849 2736.15786060999 2448.6337909627423 2477.4067354427475 2718.800106712403 2589.3482957759747 2800.054470774402 2671.8871483309254 2510.254699476305 2427.4852016627565 2771.411728007052 2088.1172097334793 2371.9607698151062 2266.027690725169 2330.7887645017818 2240.4074559712226 2523.820857805564 2541.9151772591536 2379.8729805704397 2649.1865291895156 2632.0050713072974 2493.1103412701773 2630.0790182367473 2621.4701093865237 3278.1009756336653 2592.122042757981 2573.931817670616 2603.0960706900864 2594.801022493175 2639.445271464792 2709.894292171734 2690.07060456529 2640.49163291231 2438.8064019825392 2391.6293399172987 2538.90734115564 2339.6403216227764 2423.4436379102654 2208.3906589954054 2364.6916715196144 1244.6207907278192
inception_v3.tflite,1209600,365.497,2477.347850021994 2532.5814039029747 2375.9400935409553 2231.573003254537 2365.1130457225627 2492.822597061972 2387.2026116580096 2329.3801719264043 3347.916936645468 2336.9937540204182 2786.702107385739 2379.447032153151 2457.394206586236 2338.326965714182 2495.367900482919 2313.4710785402244 2505.483866150474 2642.5110178677146 2483.4604200115436 2423.615179364119 2498.4182022309005 2678.956208920337 2437.567598635234 2345.9676929439906 2464.406960782839 2295.596283740264 2263.8360131319723 2309.2480281757416 2487.250957091304 2517.2356744224007 2476.704222910656 2523.263943938034 2799.055320711637 2547.2082602742476 2379.8383197651915 2556.9532536928978 2231.3550347906 2842.6383057027756 2691.124222491161 2464.7714865580965 2353.8508353612287 2481.8377100564826 2408.9479712541815 2939.7750019773225 2197.0750987914953 2289.5191272074517 2839.2183324440716 2291.500639091018 2366.099669654744 3443.2526292268794 2232.225868844021 2509.7488184267845 2398.178497713542 2225.315734045074 2631.1626910724135 2419.8917573680383 2721.083519802155 2740.367974892722 2481.646489421688 2349.0951911105826 2530.7537885089305 2410.935165781021 2685.6033545568994 2620.7414862725427 2412.281114494597 3357.208746100734 3027.5830175673573 2881.450813329683 2751.34712339327 2502.256981788004 2421.8606107651603 2769.745151193385 2550.049984962536 2585.557330979869 2425.2659274337166 2607.9688880566755 2531.60434564886 2393.2538083283653 2536.5409195773 2591.0017802830607 2799.142022414284 2467.0958327484527 2553.4053036746714 2530.784593118281 2688.6722868488755 2488.9072292512237 2471.7167069257657 2576.979969348193 2582.4968816226215 2628.0929733364906 3119.66854856826 2575.454267298111 2474.4410283944294 2889.8829934459527 2497.545778462921 2657.9291131973073 2438.137120938654 2322.607255221092 2639.2600172507864 2123.454222740282
inception_v3.tflite,1324800,347.59,2550.5446077511524 2486.0348201355355 2651.703802428195 2540.8617472196697 2374.167811635597 2745.5995512489394 2690.439886374128 2545.273573370689 2473.8841269762825 2836.017031563125 2568.7979324617954 2611.291112996728 2700.034194484507 2740.652987157107 2730.045339766258 2565.8589667394913 2951.62776956768 2773.2990229518537 2686.9067823858722 2570.8702303370346 2477.186509003972 3172.806396867031 3079.3456090883196 2479.9544732778822 2684.644401799599 2553.2457258863037 2970.323347395096 3179.226101867037 2544.2364047298993 2583.785522649658 2713.7576366218595 2711.8402059014934 2954.155013781862 2663.2181940703604 2488.281378463941 2827.186627975416 2395.9155626351017 2596.310851576458 2708.3512668129147 2550.5369832976653 2560.640558765788 2314.4230161266732 2558.014610458617 2360.9068616781615 2539.6028844578295 2599.8663498355377 2983.753542583664 2585.756130635317 2763.8029748408617 3053.4590030068016 2752.7864011919655 2646.2643607737687 2530.3554441470505 2591.7131694625086 2612.389854861361 2526.695230342135 2520.0002166062513 2429.2448349709293 2468.455567580853 2401.6245311948483 2804.924005653946 2454.9221833781407 2843.6004272180967 2597.3447515771345 2823.1533912788013 2783.1389890208397 2738.7163337803313 2442.4334426120336 2855.154437131656 2607.49550501473 2718.621789792951 2549.440078396243 2502.5268056394502 2516.3511902835844 2402.2035514073386 2597.7519111252095 2430.160147331106 2617.4492809127846 2320.7766048556673 2911.0981224041484 2580.415325974541 2594.504955126586 2774.8785884241074 2569.666477439449 2588.524070587648 2821.4328814366722 2724.241020911089 2705.141348875741 2615.4064154299977 3381.6368225855736 2566.4943698605957 2449.022798533886 2519.9478667749254 2573.5140926243603 2520.035053166643
inception_v3.tflite,1440000,332.526,2608.4526734410374 2640.7869699225475 2723.423931470973 2619.1149339473905 2753.726353913504 3112.9761968258927 2882.4001754515507 2832.6685396278012 2786.2582727145714 2640.933801428602 2623.801710022221 2739.1285363838324 2698.733148869222 2856.6196320900726 2854.758328646926 2761.2717953647243 3023.524643630082 2797.785508371265 2524.913201488097 2494.544490689808 2806.916395609698 2744.6797723125933 2661.4118498757452 2935.188572012094 2690.711492221327 2785.1690778425823 2711.8264945418728 3089.1160448586966 2591.277072839455 2682.2504492085286 2802.9138125246996 2536.3069357138625 2876.836848818381 2673.331723685446 2738.443965579711 2766.5228613135537 2852.4209452951995 3281.3327224292657 3498.433387983774 2592.9252189530675 2707.6822831628992 2806.5775029365736 2819.3765344692215 2868.4451117694666 2746.2945431814996 2634.327187043965 2806.1401599039755 2750.7269329581345 2548.288954266931 2683.9456736120596 2720.267953519669 3042.735095383932 2762.466470556295 2828.8462646763987 2614.238900822856 2693.076599044755 2646.528733154585 2751.3168041110207 2721.688463062757 2819.5818329920567 2727.9507105974244 2669.6862940140463 2794.1616351578296 2767.305341806721 2727.992501234612 2640.4617728078993 2606.516446468006 2613.5832123987366 2998.7813475424673 2813.121184430852 2705.20366817741 2813.165529113089 2911.578666203297 2796.221629577437 2785.7009495839466 2507.8832881493304 2772.0434444445987 2631.7814187625495 2890.7035214581 2831.478724121289 2842.4476132394607 2596.1813713825604 2719.6889674756912 2821.0503177483893 2589.0765647156777 2764.05850403485 2550.257043685406 2476.6049757862024 2715.9274037440537 2808.680337404848 2285.526971749982
inception_v3.tflite,1555200,317.772,2894.950546227199 2735.0538290002173 2887.7672712207823 2942.1784890277368 3076.632726079648 2926.3611886909653 2695.5473600447444 2801.7362597950864 3037.06510087401 2836.2792178979125 2998.63112914363 2864.7745774006175 2824.9100319995614 2788.3099528149314 2848.10192985121 2895.4687607003407 2992.0032396257798 2850.7987956459956 2935.5928657530994 2910.392843438703 2810.409507200894 2932.3317183309073 2925.592197637059 2848.154034541175 2914.165235126658 2829.5257269726103 2643.9998294114553 2736.5656700650375 2815.8725461558142 2897.1858457094822 2906.5097522977726 2960.3887413635484 3102.469550911138 2646.534591791313 3314.513420329319 2818.2170051918006 2818.523956328701 2904.3559526523477 2804.072647349751 2654.390519795454 2710.794004619876 2645.3010377133055 3088.872100774095 3173.727416920189 2875.9770047931747 2858.460767719653 2939.544602269826 2654.6495865729175 2707.2817461531577 2836.942900768998 2895.9449726610314 2837.9506497094453 2766.6248327686753 2650.0402274955345 3082.73135552342 2872.6150788152636 3006.4133934258866 2880.3148612200985 2808.7654488798394 2753.1469263367476 3057.7014173085454 2958.251577431344 2936.859120271445 2890.244768441922 2862.0175152951074 3179.4959960504652 2722.0177324800798 2733.9599948253644 2709.6709756604737 2788.304949552685 2810.080278066487 2886.663041875728 2879.239581917616 4331.500767314694 3523.508901808768 3067.004293664921 3372.1264656299336 4035.7746693003523 2763.8012881110963 2742.4087315097368 2650.2616815643355 2877.9587800119266 3008.196243245183 2974.1571163544154 2772.480929298233 3027.4849000462154 2688.900579453606
inception_v3.tflite,1670400,300.008,3108.6184100441355 2971.1041463567503 3101.331331204956 3156.695215219284 3000.9777964897485 2991.6646507235146 3526.154881316533 3066.763114341476 3289.860999217626 2909.6366074924676 3047.5519460673304 3059.151076395643 3097.3217940249383 2955.0165740266534 2923.379294344498 3158.8768586056617 3192.2383442876744 2842.5724263039288 3072.5673317272604 3191.2583916724498 3102.0593969185716 3251.3137296467294 2963.7370305894574 3173.6028934955107 3013.8848371885842 3029.6440880568607 2989.8066125049572 2868.9331619495356 3006.0044488324756 3197.5291478199188 3000.076487505285 2855.6377619859 3372.8248127139746 3920.8835380305995 2971.853785325601 2918.8261907507604 3024.7358069018023 3170.513087585958 3071.668201379956 3018.6411826128983 2894.161478652215 2899.155878560648 2984.367532412493 3376.8528311306322 3096.4165623080166 2984.9861314958825 3078.4069500359246 3073.277566948029 3024.1379799797223 2982.9775478849915 3112.276477952817 3069.9764204894122 3088.1887962568294 2901.639992166093 3364.8280930320925 3103.0316475355394 2989.303678931283 3161.0935564376446 2971.4328446169975 3179.4906536014937 3023.7890580020653 3214.6263050459 2965.695942513218 3013.2386708582003 3077.6556428110894 3250.226533007162 2847.3060111117334 2903.7993573325057 3032.8404049924916 3045.912336925749 3034.0894110626 2919.723304505986 3016.046178800486 3096.9619490191376 3658.9947966334757 2867.029572165722 3103.414544174938 3069.1495243222125 3060.796614639175 2908.8830758676354 2853.1357388825572 2365.2364013097704
inception_v3.tflite,1766400,282.591,2997.406515888807 3183.1327532466057 3162.774708625162 3216.9463828205894 3541.526577529469 3176.146240668647 3168.7166861462906 3079.529329517929 3173.6111214108305 3184.395361394213 3069.408698114561 3374.8264145345374 3183.3449966282687 3190.119829756607 3046.7004912935113 3592.008970284702 3261.5243737119067 3062.1045002309506 3313.8571388864607 3148.998133280687 3261.932448168753 3246.5705826554636 3354.9740916423093 3348.0664155951413 2991.4693309063123 3202.5132842871803 3510.876425768067 3243.3793121300487 3096.528830943409 3302.4262284691627 3275.5861531709743 3065.5310767604697 3385.667860551994 3171.244301497721 3229.230931152642 3744.292344094668 3999.53011036618 3784.6469320656583 3515.419366381934 3302.331613504671 3397.62120160378 3892.5347907845603 3960.6821184502755 3871.4291046179405 4045.7875541759695 3715.3463292036995 3232.8801363182247 3264.57286212141 3804.875373314418 3266.221870544094 3118.0994920012463 3363.491270211489 4015.8813248969864 3264.2612774528748 3300.486245286707 3201.3739440900886 3204.942853356312 3134.3240184499896 3268.009173421572 3500.907363843523 3084.7806323529726 3333.5693117488836 3430.230702409927 3286.216432181616 3166.847772701484 3323.1593185154156 3264.2465404766754 3496.561882728492 3212.9344143130734 3243.4978741667337 3091.3819081654533 3389.635146999939 3254.6551165431233 3191.9876947241987 3162.4552812536285 3266.6555647233035 3261.9383340128065 1151.905877424448
inception_v3.tflite,1881600,265.708,3338.5390257155054 3506.204311752392 3480.2011188095003 3415.8698611756204 3912.7266594038806 3554.691716433847 3789.883858230413 3567.638541509691 3940.1295667945833 4025.793893009278 4179.069820187242 3932.9841512349917 3675.4614672728794 3421.4401584327343 3605.600130073494 3929.914263211725 3592.7625165924487 3494.8717955486572 4230.466985672081 3790.7346134943873 3611.5550477032643 3597.8333423122613 3633.692001442306 3583.082081104411 3416.2335800613087 3581.6402833706243 3796.029465537176 3702.2531753678045 3574.608718873584 3429.140393500239 3536.8926911304757 3504.411039469064 3575.723474536633 3597.000834031201 3302.791558403619 3481.4148756912687 4005.882708122609 3716.2767812158872 3647.775505646469 3414.7740146907395 3593.6211354250277 3516.0017167723286 3567.4066185838346 3560.9713662345825 3560.229328762001 3485.9576183698273 3605.744693488311 3497.852143915432 3894.9849488449504 3651.8619714483425 3493.2804831212284 3512.4389004810146 3484.095549589233 3534.8135565293674 3608.6218682446856 3495.028801994197 3675.01470328701 3657.36687438562 3393.3544440001338 3927.8155962631836 3529.3534517132957 4195.841719007847 3615.1303179425618 3674.6449797088317 3556.468134039352 3601.653162285101 3628.9733474900186 3496.8382483501928 3401.5569788744347 3589.868738112975 3465.8226093964913 3546.68006422604 2141.999048639191
inception_v3.tflite,1996800,244.242,4110.928778261121 4003.6700467554947 4305.684033934964 3994.0098849599513 4095.2261046914523 3905.1334998819916 4042.449423977421 4728.234588338016 4755.141987467626 4288.145217470239 4120.633234693037 4125.701352422627 4010.9107926635343 4036.786111259324 3959.259511707359 4189.04501080414 4227.2865177592785 4293.269375368385 3959.4132309014954 4154.399245449684 4379.491460384098 3964.6391546094274 4123.466437488044 3973.182593160364 3989.8184370471427 5060.952546005994 4040.4033081766165 4044.8013453557696 4068.297605889848 3982.6330825726563 4069.6087113827007 4191.062609047052 3982.476126349728 4090.677321222045 4215.848290478825 3982.8336478621177 3966.8653452003064 4069.8979447263628 3975.932904835014 4027.8745245291975 3905.276054517516 3957.515829768895 4265.737162740168 3969.74275135348 4037.1924789228065 3860.0174839179067 3959.334101183974 4025.838629980306 4137.093593816488 3785.441531704917 4005.5067052051654 3916.759080473494 3899.4449263695533 4296.548206413068 3986.1944527548076 3866.341767983635 4037.812112936905 3818.978092762473 4038.0692666365144 3928.1182688194976 4012.007478981683 3946.8298263647507 3970.4527349803498 3909.068531810668 4345.627006860497 3938.1537886422016 2905.240570998293
